id,price
54700,71277.02953
54701,54515.79172
54702,26842.42121
54703,36972.32032
54704,25653.2093
54705,15587.66705
54706,45692.32291
54707,106088.4827
54708,49307.44669
54709,56586.84971
54710,91753.92081
54711,66985.36652
54712,13904.01496
54713,14193.82006
54714,61821.49617
54715,38604.71763
54716,56156.44917
54717,19885.28753
54718,16263.80797
54719,18727.05372
54720,32899.40892
54721,33623.79811
54722,12646.7165
54723,46237.92981
54724,17281.8771
54725,41905.42239
54726,66667.35291
54727,21342.72848
54728,12949.12527
54729,28260.82808
54730,34953.59869
54731,12853.38744
54732,39948.24723
54733,18763.87781
54734,22198.60327
54735,26986.86707
54736,17704.05926
54737,25798.20671
54738,49589.78165
54739,26826.28166
54740,18238.48595
54741,28199.37949
54742,13178.04076
54743,50763.73108
54744,23428.86178
54745,30858.95278
54746,37971.03649
54747,37387.21729
54748,14519.12769
54749,13990.44181
54750,53911.29341
54751,40226.15677
54752,28678.97015
54753,15942.67661
54754,16860.31047
54755,27017.7045
54756,15790.85493
54757,26560.81715
54758,12984.52813
54759,14664.90446
54760,13347.25195
54761,16339.14576
54762,47984.74849
54763,24460.01854
54764,63722.54713
54765,42404.4175
54766,27248.63765
54767,14092.0208
54768,77511.96377
54769,112637.7517
54770,23369.36971
54771,47736.18564
54772,12464.91837
54773,15794.43412
54774,13219.40921
54775,34102.1887
54776,60661.29097
54777,14361.09899
54778,209351.3206
54779,34543.05141
54780,17838.13012
54781,66788.28845
54782,16571.158
54783,54798.39733
54784,38251.08991
54785,37363.19162
54786,56504.26096
54787,17546.53835
54788,14129.0023
54789,13032.11774
54790,38756.82192
54791,50005.49509
54792,21573.2779
54793,28978.58319
54794,14868.23517
54795,78384.82574
54796,57365.05857
54797,23257.11373
54798,43422.9084
54799,82070.5307
54800,29000.69405
54801,28740.12876
54802,13071.54731
54803,45344.44272
54804,12644.09225
54805,28778.38098
54806,46662.90752
54807,26798.3682
54808,41861.10831
54809,50604.926
54810,38339.77381
54811,14802.91681
54812,16131.29244
54813,25747.99845
54814,29710.43913
54815,39972.66846
54816,25281.71452
54817,63756.39705
54818,40945.97877
54819,21826.979
54820,45632.98481
54821,18904.756
54822,32144.51511
54823,39374.0514
54824,81232.91077
54825,37512.2229
54826,66161.12409
54827,55296.64446
54828,32162.83387
54829,50891.74862
54830,18506.07108
54831,23597.30728
54832,82397.83999
54833,27915.80467
54834,27154.44599
54835,24446.28488
54836,52390.92312
54837,27017.37091
54838,19543.64843
54839,23743.88093
54840,58405.67971
54841,47485.29618
54842,95036.03761
54843,48235.504
54844,64314.18704
54845,43879.19756
54846,36204.25821
54847,14131.60288
54848,13686.78208
54849,41880.42626
54850,31401.14938
54851,78099.90622
54852,18602.56548
54853,72596.6019
54854,58177.12428
54855,11915.97697
54856,58213.67193
54857,15343.75654
54858,18521.09305
54859,23479.37469
54860,12338.46193
54861,53180.78803
54862,15846.25027
54863,45215.90883
54864,19215.59372
54865,16387.03499
54866,44231.41721
54867,35344.81719
54868,31275.17509
54869,47481.27298
54870,50194.52759
54871,54961.01382
54872,35558.70422
54873,12259.4867
54874,41142.36483
54875,39265.3943
54876,18941.42823
54877,31419.90449
54878,27072.82461
54879,33849.21134
54880,56514.92751
54881,25384.49996
54882,34574.36952
54883,22876.99491
54884,22197.31908
54885,22981.80188
54886,109051.0312
54887,29530.0935
54888,113424.8001
54889,21336.67431
54890,41120.82896
54891,32435.78925
54892,156337.0559
54893,20800.69526
54894,13817.81817
54895,31687.37145
54896,31152.40801
54897,17584.45872
54898,16224.66283
54899,14885.58816
54900,15252.99106
54901,17220.64377
54902,53666.74948
54903,48308.43849
54904,84099.03603
54905,19199.3887
54906,55005.87319
54907,48085.41736
54908,38643.86967
54909,13883.39981
54910,95884.34828
54911,22536.00066
54912,13597.23947
54913,25545.54036
54914,13344.53061
54915,85029.83344
54916,19068.48898
54917,14802.47452
54918,20210.63327
54919,27720.73825
54920,47478.20827
54921,15392.61723
54922,14739.88475
54923,56124.69487
54924,59749.34537
54925,33703.60335
54926,56030.86485
54927,29727.11371
54928,31973.73685
54929,15458.3732
54930,23477.05012
54931,63659.97043
54932,36005.27805
54933,15491.87657
54934,24693.6781
54935,42563.05704
54936,22560.13455
54937,30352.27816
54938,74267.02357
54939,124156.8164
54940,38386.59939
54941,15285.62304
54942,27498.51006
54943,33682.39091
54944,14072.9053
54945,57688.06106
54946,92563.98248
54947,64259.27594
54948,23536.11371
54949,41461.56985
54950,21918.39693
54951,51312.49062
54952,84255.65839
54953,47419.41218
54954,18801.14153
54955,95879.4323
54956,41420.67535
54957,16263.51635
54958,34542.3185
54959,17164.36269
54960,45713.45057
54961,33590.85356
54962,14969.76026
54963,72592.67976
54964,14267.38696
54965,35696.42663
54966,47332.86177
54967,33096.94363
54968,39567.85203
54969,39537.73895
54970,60793.04993
54971,92332.24245
54972,38669.87404
54973,57711.06869
54974,18943.02734
54975,12983.64247
54976,25167.22169
54977,21445.71059
54978,43925.95882
54979,18684.81219
54980,63322.42466
54981,23511.35994
54982,15231.37554
54983,41969.41766
54984,68066.53085
54985,29421.53625
54986,31807.22197
54987,44520.01008
54988,66931.54445
54989,19344.68824
54990,23620.61513
54991,65792.7887
54992,20687.83038
54993,56140.37793
54994,16029.62751
54995,69836.96769
54996,29881.90145
54997,14846.31555
54998,34902.08159
54999,36511.06099
55000,51571.03094
55001,73551.17486
55002,73720.37475
55003,23675.69947
55004,52044.65689
55005,50272.61152
55006,36994.60464
55007,33043.87884
55008,90698.0545
55009,86822.3206
55010,63710.05199
55011,62663.28751
55012,22794.06441
55013,69485.11453
55014,27901.39404
55015,59613.7889
55016,60960.00506
55017,18961.83423
55018,35667.10957
55019,71717.3023
55020,39299.00253
55021,18920.83746
55022,92798.39782
55023,48050.70801
55024,31085.88056
55025,18139.56266
55026,22618.58076
55027,49684.33098
55028,34138.53873
55029,85287.23137
55030,40618.59928
55031,21103.73993
55032,35433.1106
55033,69421.94266
55034,46998.51862
55035,15763.45852
55036,31167.63305
55037,27944.02047
55038,37954.96822
55039,23911.75826
55040,44505.2655
55041,30721.65966
55042,115441.34
55043,12638.41115
55044,40939.77603
55045,44007.37038
55046,16916.82271
55047,31305.18549
55048,38983.44303
55049,15085.21158
55050,28358.8011
55051,74417.81097
55052,30287.43714
55053,32721.34406
55054,77905.16088
55055,12534.92306
55056,63779.68724
55057,46541.01357
55058,33865.05379
55059,43376.2357
55060,29554.96388
55061,44803.51455
55062,13542.35794
55063,25620.39166
55064,63085.31559
55065,24211.96059
55066,40871.27757
55067,30872.88483
55068,105331.9911
55069,19938.04022
55070,37809.63357
55071,66359.96054
55072,20314.24388
55073,63415.89832
55074,44531.86651
55075,22599.82922
55076,15769.4246
55077,16917.72296
55078,31107.73627
55079,15844.92235
55080,32951.16411
55081,45521.83894
55082,94251.54042
55083,142829.4182
55084,73061.02239
55085,15965.35448
55086,34108.58689
55087,40990.597
55088,32551.05407
55089,81760.40822
55090,19798.02813
55091,40850.74861
55092,61530.20984
55093,13902.89951
55094,75838.3282
55095,44179.04477
55096,43907.49737
55097,21257.85087
55098,52187.20958
55099,32602.5722
55100,48294.25874
55101,47542.87611
55102,23184.22464
55103,20873.83079
55104,45206.46739
55105,46654.18267
55106,18342.95801
55107,18240.22264
55108,38522.26502
55109,53520.73068
55110,14763.24908
55111,50780.09092
55112,74696.92757
55113,42389.2768
55114,77579.93789
55115,35187.01238
55116,61144.85153
55117,20998.46275
55118,36134.23543
55119,43346.0451
55120,26462.15944
55121,25756.57694
55122,13658.10516
55123,190208.2475
55124,45072.98486
55125,87412.29839
55126,12932.52674
55127,58846.07634
55128,46881.95469
55129,48204.52419
55130,33099.63982
55131,55757.48862
55132,78399.30574
55133,21690.7466
55134,81835.94905
55135,65908.88169
55136,32463.63886
55137,17964.18857
55138,32340.75755
55139,28795.43054
55140,19045.6225
55141,25525.80421
55142,46479.05532
55143,30642.18405
55144,26265.04711
55145,42452.31959
55146,66798.3876
55147,76570.38544
55148,55002.16955
55149,19760.39175
55150,29346.28983
55151,72111.24382
55152,16763.44072
55153,23663.55151
55154,19684.86714
55155,63078.41908
55156,59575.55501
55157,12949.89087
55158,73242.41648
55159,108485.4221
55160,47759.68066
55161,22911.76639
55162,76275.33966
55163,25206.39659
55164,24997.03834
55165,48847.3414
55166,26401.47547
55167,87408.43594
55168,29521.97094
55169,75077.04242
55170,50718.08893
55171,15320.60351
55172,30331.97555
55173,84982.40231
55174,13026.62835
55175,36008.72468
55176,26803.73911
55177,45529.52355
55178,82154.24833
55179,37297.43264
55180,23388.60999
55181,16819.74372
55182,27085.36114
55183,69811.21699
55184,15676.27356
55185,22153.59593
55186,13755.11822
55187,24421.34702
55188,22458.49737
55189,48733.5732
55190,25180.82548
55191,67729.87449
55192,46469.52674
55193,13696.97054
55194,16436.20569
55195,52766.54882
55196,28103.51698
55197,51960.98573
55198,13616.81614
55199,85220.65288
55200,71270.04684
55201,13295.00773
55202,24495.08612
55203,64025.80709
55204,53543.23861
55205,78808.20278
55206,54012.66758
55207,28199.39799
55208,43118.45017
55209,55525.79583
55210,39358.46557
55211,43083.50344
55212,28293.16683
55213,12775.16604
55214,51667.67697
55215,36119.92081
55216,79560.29132
55217,57017.79181
55218,18794.45466
55219,41795.40506
55220,27232.21876
55221,18242.42833
55222,22084.22938
55223,17073.70424
55224,27975.4378
55225,31222.53308
55226,45817.27596
55227,26708.39051
55228,22840.73081
55229,24393.04771
55230,121176.1618
55231,35160.47609
55232,23908.61126
55233,29442.88169
55234,40839.73678
55235,25740.09564
55236,44090.13459
55237,47693.85163
55238,46923.45794
55239,29217.55251
55240,80085.88626
55241,13633.09745
55242,55032.48569
55243,100751.0446
55244,25403.74396
55245,48845.15434
55246,62515.02631
55247,12643.80105
55248,32411.45058
55249,22244.89131
55250,15081.34445
55251,26787.42277
55252,71646.03415
55253,44744.60702
55254,69538.47225
55255,16026.01826
55256,15004.8441
55257,17611.81041
55258,48840.67326
55259,20196.70662
55260,78860.21511
55261,39003.16802
55262,13628.90976
55263,42419.65323
55264,72727.5935
55265,72825.97277
55266,35057.50874
55267,15585.04544
55268,33227.23244
55269,42934.28451
55270,16503.74435
55271,15818.66804
55272,19415.95803
55273,44507.64757
55274,12508.72772
55275,47633.01093
55276,24854.49152
55277,56475.24127
55278,70381.96884
55279,20244.86745
55280,15907.13789
55281,42312.08971
55282,45652.79895
55283,43628.86019
55284,23084.89849
55285,29311.12876
55286,20549.84142
55287,35714.12916
55288,15245.88489
55289,31961.66822
55290,39634.57909
55291,22815.78713
55292,19229.62551
55293,70020.37113
55294,50915.05712
55295,20731.0007
55296,17650.41234
55297,48597.40313
55298,66525.28643
55299,29441.14842
55300,23307.68095
55301,21766.79048
55302,26630.59398
55303,97228.74044
55304,27676.51766
55305,37596.82757
55306,53192.34205
55307,23249.10146
55308,12905.47067
55309,37621.5015
55310,15741.1128
55311,26056.41844
55312,17564.21828
55313,40824.14775
55314,74894.83877
55315,17365.60598
55316,84621.28947
55317,14065.84869
55318,13960.25733
55319,17339.38353
55320,28038.03644
55321,38209.92547
55322,15379.8913
55323,69313.87004
55324,49320.72736
55325,50222.99303
55326,23245.367
55327,31143.03279
55328,42281.64422
55329,26489.99682
55330,47754.27889
55331,25017.38428
55332,37230.70499
55333,55698.87988
55334,29758.46461
55335,23785.2413
55336,33162.32917
55337,14271.20168
55338,33781.85397
55339,74091.87523
55340,44578.70271
55341,48570.95947
55342,66718.49373
55343,63135.92418
55344,56306.14973
55345,19579.79938
55346,59348.57632
55347,29435.69638
55348,14259.0279
55349,17375.66073
55350,15870.83824
55351,82258.28173
55352,12599.92598
55353,29198.0313
55354,71847.18121
55355,35904.87357
55356,35862.46223
55357,68432.93455
55358,16049.48362
55359,28231.74885
55360,21298.19948
55361,36224.62236
55362,43876.46704
55363,33404.50634
55364,36549.63184
55365,12809.63882
55366,15044.49217
55367,23871.58005
55368,26695.94371
55369,40372.61383
55370,57544.34709
55371,35438.31411
55372,18841.07397
55373,41329.21119
55374,24538.55621
55375,43148.89295
55376,13676.60628
55377,14891.11697
55378,15230.80977
55379,24556.42764
55380,38770.19827
55381,35475.9194
55382,39931.45481
55383,63943.1749
55384,63745.26555
55385,47944.67615
55386,53928.36272
55387,55646.72076
55388,40286.8721
55389,32219.13702
55390,53564.3219
55391,101498.405
55392,29275.75003
55393,29807.06612
55394,46550.9375
55395,31683.60364
55396,52022.62604
55397,35887.40891
55398,67992.9079
55399,24345.9318
55400,37816.58961
55401,18615.87404
55402,76838.53019
55403,35377.98929
55404,13089.27401
55405,30303.09747
55406,53831.32126
55407,19395.94257
55408,24713.95721
55409,35159.50292
55410,43794.16756
55411,17966.83299
55412,20591.18072
55413,51087.97303
55414,29951.81365
55415,26851.1374
55416,18590.5829
55417,13761.98642
55418,70049.6351
55419,31443.05495
55420,57059.68492
55421,16432.94937
55422,54855.72636
55423,18013.67909
55424,64929.3233
55425,38437.68049
55426,25481.17978
55427,40894.1902
55428,61720.88402
55429,28942.99581
55430,18529.57887
55431,83386.93466
55432,49094.16649
55433,47543.30022
55434,20514.30642
55435,12010.15169
55436,17614.71925
55437,52409.05032
55438,65943.52496
55439,51138.02877
55440,46544.63001
55441,18231.455
55442,29597.16272
55443,81211.9907
55444,25682.49083
55445,26008.65468
55446,86836.67036
55447,12607.58623
55448,92625.70305
55449,41157.37493
55450,68239.74391
55451,42910.01701
55452,59102.30923
55453,29363.81449
55454,50130.47583
55455,49266.32281
55456,40714.65299
55457,16498.98929
55458,41649.83069
55459,25363.8763
55460,13985.00044
55461,37438.6856
55462,25251.3584
55463,65239.79311
55464,21163.37491
55465,24637.37947
55466,63386.53268
55467,16205.89124
55468,64052.58449
55469,25365.90429
55470,54701.85444
55471,40557.97915
55472,48447.58917
55473,15558.59701
55474,40228.8186
55475,34300.61086
55476,15206.63021
55477,65769.94689
55478,20832.45707
55479,12563.36859
55480,19962.96942
55481,37916.45831
55482,32294.55084
55483,17349.53186
55484,76785.2456
55485,18664.50686
55486,52187.53798
55487,34987.37193
55488,75364.5014
55489,17648.5236
55490,18122.17948
55491,23853.52313
55492,23447.76513
55493,37536.29843
55494,24367.31967
55495,34277.33711
55496,76400.37626
55497,81530.73421
55498,81466.22166
55499,82179.08618
55500,15507.16065
55501,33644.99132
55502,67756.32836
55503,20102.16512
55504,53688.79807
55505,42654.29191
55506,89019.44407
55507,15672.98449
55508,52125.00212
55509,64407.75328
55510,40403.11511
55511,41854.84269
55512,16636.22778
55513,56892.94913
55514,28150.73671
55515,36529.68697
55516,22702.29939
55517,92975.61946
55518,51969.42295
55519,36961.80938
55520,26767.69537
55521,56461.47859
55522,13474.29553
55523,15051.433
55524,60471.58915
55525,13778.40525
55526,28610.59323
55527,17804.09043
55528,22539.45628
55529,18019.66118
55530,14951.53724
55531,38296.01198
55532,57009.03605
55533,13731.78353
55534,42758.5583
55535,16641.5428
55536,13651.46717
55537,80235.17397
55538,28506.96303
55539,27989.70788
55540,14570.91669
55541,33252.89039
55542,13185.84895
55543,48761.74738
55544,68064.1738
55545,45014.21605
55546,31154.73779
55547,33605.79308
55548,12842.49079
55549,42218.9073
55550,50336.71216
55551,65358.90535
55552,14971.37526
55553,24177.09957
55554,18774.79481
55555,52530.16546
55556,30669.36983
55557,16627.94223
55558,52279.96431
55559,39370.29585
55560,12405.5234
55561,27790.00448
55562,27479.38737
55563,34477.52015
55564,91247.92549
55565,41647.21463
55566,13766.56025
55567,80867.27668
55568,42708.18011
55569,19372.9154
55570,20676.4028
55571,93853.8203
55572,69902.24435
55573,53950.62154
55574,14298.59393
55575,24237.77546
55576,21511.81734
55577,20057.24122
55578,14400.11796
55579,25923.76025
55580,65195.65894
55581,18675.92665
55582,13163.22628
55583,31715.05014
55584,63582.66574
55585,22486.51004
55586,18311.24864
55587,31708.26764
55588,18215.16539
55589,45512.12807
55590,29918.83714
55591,70818.95827
55592,15335.38099
55593,46875.81688
55594,30809.50365
55595,15223.58045
55596,31498.6343
55597,44725.23626
55598,66541.93788
55599,23282.26779
55600,51561.63333
55601,45522.60328
55602,15176.19227
55603,36494.70681
55604,34231.10566
55605,47896.83377
55606,78823.17766
55607,47872.68352
55608,13529.89488
55609,64856.87409
55610,23467.75056
55611,78728.13369
55612,18491.20389
55613,14137.58575
55614,65913.63932
55615,28579.62357
55616,46130.1668
55617,33384.79335
55618,15423.20055
55619,61083.80912
55620,13507.40806
55621,18708.74417
55622,69793.39022
55623,13353.35453
55624,21391.49164
55625,26199.66248
55626,41891.57964
55627,45320.27098
55628,23387.22563
55629,33152.10935
55630,46544.87561
55631,32505.72959
55632,50666.95054
55633,29362.98623
55634,27872.08987
55635,16811.68033
55636,40873.19245
55637,23279.03844
55638,12887.53568
55639,69708.76091
55640,26210.40208
55641,44565.14623
55642,67832.38046
55643,25453.65146
55644,13318.92625
55645,29095.08656
55646,38933.08753
55647,44895.90717
55648,50518.43204
55649,86721.30372
55650,32313.00599
55651,12461.33287
55652,87211.04622
55653,17774.27664
55654,79032.09836
55655,42513.26664
55656,14770.88828
55657,17809.8039
55658,20584.47075
55659,43993.55382
55660,15010.9921
55661,12599.67778
55662,21304.2365
55663,50612.0871
55664,33865.2047
55665,33746.0445
55666,69998.75493
55667,22810.3613
55668,40715.71399
55669,33884.25321
55670,16276.67695
55671,66276.20079
55672,18526.18755
55673,26975.35791
55674,16267.22544
55675,55586.60756
55676,30582.09919
55677,35453.2143
55678,29089.55694
55679,22833.8696
55680,16075.46914
55681,20808.29056
55682,48759.68159
55683,13556.91593
55684,12841.97205
55685,39632.17893
55686,50360.98734
55687,13271.21131
55688,23623.72967
55689,52094.885
55690,39527.01743
55691,16545.43145
55692,57840.0476
55693,36505.62004
55694,35911.38449
55695,29025.13963
55696,36269.83568
55697,16530.03811
55698,34710.15576
55699,17775.86524
55700,59715.83581
55701,68827.13713
55702,35978.19654
55703,34651.19642
55704,19104.18782
55705,25114.42308
55706,55442.42778
55707,47086.83057
55708,34192.71772
55709,35836.14588
55710,56054.66004
55711,55305.85636
55712,30348.08033
55713,30306.5215
55714,16283.55567
55715,32738.44266
55716,36551.19685
55717,26567.91533
55718,12904.87866
55719,30154.00654
55720,18527.00927
55721,13096.33767
55722,33674.39006
55723,12928.10675
55724,20747.44163
55725,14723.38689
55726,35413.12878
55727,32137.87461
55728,40435.11102
55729,34335.96986
55730,15488.78955
55731,51672.92759
55732,46706.61518
55733,42577.0797
55734,20976.68081
55735,33042.8114
55736,20309.39847
55737,22694.14748
55738,60552.46394
55739,68067.17365
55740,56335.68158
55741,89171.95169
55742,68702.41208
55743,60062.91374
55744,68813.44181
55745,19473.28894
55746,39380.00822
55747,47091.3187
55748,48136.91625
55749,36196.94191
55750,29188.89822
55751,59748.55447
55752,50469.43511
55753,27626.84646
55754,22139.6323
55755,14547.60255
55756,26336.43732
55757,28335.98675
55758,79562.08117
55759,23451.25043
55760,58496.8107
55761,12832.76264
55762,34769.11703
55763,41586.70078
55764,15558.00029
55765,13099.26587
55766,13647.60656
55767,39305.5622
55768,55576.12113
55769,73133.96331
55770,54486.87587
55771,55078.58596
55772,46269.95691
55773,24631.1856
55774,38705.22356
55775,35073.69964
55776,29668.74906
55777,34484.16714
55778,26178.6412
55779,12581.34769
55780,23234.35236
55781,49385.54481
55782,25276.1697
55783,25826.88728
55784,63142.89506
55785,18671.15463
55786,22625.14126
55787,27474.09892
55788,66190.95812
55789,17680.77877
55790,20445.20139
55791,31046.95478
55792,65593.56235
55793,12508.18915
55794,43563.07815
55795,29697.25595
55796,33801.01933
55797,55339.828
55798,36121.0862
55799,31510.34641
55800,51826.29575
55801,51001.88087
55802,111205.9204
55803,75345.73094
55804,37184.39527
55805,41652.73214
55806,41924.40134
55807,50992.36266
55808,13141.02512
55809,13127.26751
55810,38668.42612
55811,18418.39188
55812,33148.77411
55813,94198.57798
55814,34588.05383
55815,37292.26854
55816,12288.12497
55817,78510.90663
55818,20682.01113
55819,23498.67824
55820,41045.17273
55821,29353.49486
55822,38314.71867
55823,13339.52681
55824,26273.90295
55825,66946.03603
55826,55644.1274
55827,12763.47488
55828,26769.15789
